sample,thickness_m,height_m,width_m,youngs_modulus_pa,density_kg_m3,tip_force_n,max_stress_pa,tip_deflection_m,mode_1_frequency_hz
196,0.0018772110369641225,0.03589743928798017,0.08837940384325409,218367336975.98965,8054.495821395609,799.899680814462,122291000.0,0.01139212,44.87243
197,0.0013810706407242853,0.03666675544375202,0.0796624648626817,215185413446.09955,7758.248509189429,1155.8573075823592,247279000.0,0.02295791,46.48976
198,0.0011538280352997783,0.0387256535108592,0.0938259722790837,202682382466.4035,8037.6014933765255,1208.8115338511675,247439000.0,0.02301937,47.65416
199,0.0014757255774844188,0.04954447256627503,0.0716441016394239,196412495727.6312,8031.124915800946,1046.829285225006,176097000.0,0.01203887,56.87275
200,0.0011042542820824516,0.04560107717555474,0.09766233616630329,191704074828.46335,7699.710916418362,1014.7183298430633,171913000.0,0.01439266,55.3833
201,0.0013548671586983807,0.04468816728433435,0.0864137162460129,214660262705.97803,7625.9734222350025,768.3406490354248,122503000.0,0.009368664,56.79521
202,0.001068796883095088,0.0491184970852776,0.09021918522757257,214610694073.88797,7874.242089681267,723.0080662184105,123599000.0,0.008608195,61.58372
203,0.00106287755386422,0.036378126698689145,0.06605834425908039,205643465707.04614,7669.685250381435,845.7230858355433,272609000.0,0.02677237,44.91504
204,0.0019426466952349808,0.0360296211484069,0.09991991460279818,203425140600.28116,7843.105488502281,1271.6244510841257,168623000.0,0.0167273,44.43963
205,0.001015656079296126,0.04399195049737435,0.08484240352477701,196616673577.0325,7705.0644580561575,867.92861596938,187271000.0,0.01588605,53.5987
206,0.0013075696434507425,0.03309491223229443,0.06614436107923344,209902433109.35538,7654.785907710663,764.6810116352814,229042000.0,0.02419799,41.3182
207,0.0011655860296807183,0.03248878157476621,0.09054590893606615,214000571558.25537,7969.139718113781,991.2155233556832,255881000.0,0.02679831,41.53135
208,0.0019132784826269636,0.03894601026525796,0.07597141043011985,221901463497.5875,8066.389514932658,1084.9535316427932,168209000.0,0.01428211,48.10074
209,0.0015242232690938745,0.0379425320016469,0.08111201351542585,202452481793.0598,7644.884673561889,752.0565168924277,139017000.0,0.01325902,46.81396
210,0.0010477560620715807,0.03837731423655451,0.08529965827880498,211362613379.92334,7797.473939473114,1100.803987346177,270518000.0,0.02441223,48.69198
211,0.0017299116497941117,0.039041554461289305,0.06317408506648499,215763594815.09012,7838.4231390415025,1056.6325708414663,208967000.0,0.01824455,47.51581
212,0.001817659317612683,0.032576769170819586,0.06260010883624989,213345442954.66107,8040.029115271454,932.3431211665394,224177000.0,0.02368403,39.21115
213,0.0017212049499508901,0.03777494890269902,0.07734975579115617,197187524006.15118,7988.806791677554,956.6760598250714,166386000.0,0.0163791,44.56947
214,0.0017682677107873379,0.034678784078019415,0.06525130617667776,215101393143.58432,8065.568480996312,1247.6402209814264,273610000.0,0.02693658,41.95177
215,0.001224146461217022,0.04175841993369235,0.06340868064163754,219026951627.82816,7629.548953499815,1122.918478923486,277586000.0,0.02233429,52.29381
216,0.0019150763641771005,0.0395002848772466,0.06659564807812962,219867549911.7314,7672.654269194238,748.7456886549284,127651000.0,0.01080555,49.06444
217,0.0012218107204635012,0.0496700217452331,0.06250215089582836,222592763230.19345,7812.78546102744,1203.3247931073101,242572000.0,0.01616986,60.8516
218,0.0014684889209150532,0.03865073279495557,0.0742538568094461,212125074659.82623,8051.402605470927,779.5972628092101,157224000.0,0.01407581,47.16225
219,0.001325894848019354,0.03952596128392322,0.0817286012212588,194835326971.96182,8098.42102247525,722.794457441388,143199000.0,0.01363033,46.62847
220,0.0013639229160013532,0.04623150492299589,0.07003498655889344,209388142729.39557,7720.2565400387775,726.577425595517,131888000.0,0.01002717,56.22131
221,0.0010870071650351215,0.03389123273214714,0.07879956215129323,194284934520.12546,7689.669283933254,919.745483656261,271690000.0,0.03019597,41.50894
222,0.0010452538788248839,0.045155657195217296,0.06989837265694405,205458758818.11905,8063.225092096619,887.8040914253845,212689000.0,0.01686906,53.69528
223,0.0012589270241524955,0.03455724502567466,0.08576291360702223,217800105051.48083,7869.812390707235,1055.6868727668382,247429000.0,0.02401201,44.36914
224,0.0011542437051506888,0.04775451929828784,0.08103191150672516,220323232596.8432,7971.518236448638,1278.922728783569,230431000.0,0.0160995,59.66132
225,0.0012960357114073643,0.04439814038850221,0.09716600164914671,204324101094.2507,7876.582380707346,803.0579211001856,121564000.0,0.009803174,54.89609
226,0.0013704104988831649,0.04881784219310527,0.08029724822923413,214548734236.7113,7604.125665743665,1116.3712355733664,168213000.0,0.01181036,61.1736
227,0.0014649590851124657,0.038787307674271465,0.08426478985843372,220578562580.98953,7730.331669259205,742.7479191905502,133969000.0,0.01146673,49.86755
228,0.0010707625704436607,0.034806556579644585,0.07484306182422523,210403442437.42123,7688.785673597145,1235.032451614985,374640000.0,0.03749355,44.0941
229,0.0016776230513939755,0.04681961092118972,0.0663922551880556,200853687614.29892,7796.595005938504,882.6292364769919,136597000.0,0.01069592,54.72436
230,0.0018120511657537825,0.039665093529919905,0.0897878664425652,222279001363.9281,7922.365765566034,1160.285168654371,159403000.0,0.01322338,50.36814
231,0.001353137847284724,0.03286270764010374,0.06323723193989686,190770451990.2249,8075.0412924740285,763.5515209253895,232657000.0,0.02724989,37.87575
232,0.001498588405992741,0.04617313646479891,0.07016776086772751,200776841967.80035,7748.064125897989,1181.3950291074548,196774000.0,0.01562109,54.74492
233,0.0017357649912354948,0.04049384632385658,0.09865322338685385,213159096963.03177,7694.465101847024,817.7011061705456,104784000.0,0.008857571,51.58395
234,0.0011948651037729013,0.04976969960114698,0.08412439871561168,190975581798.05072,7670.0312476786385,1131.6272149779027,181885000.0,0.01406739,58.98719
235,0.0015476212730166543,0.048477702297133746,0.06416285014440869,221703399976.25583,7914.132696959499,862.3505873267183,141245000.0,0.009682122,58.82694
236,0.0019443399616416819,0.041288867688546754,0.09721262762755865,191613963235.41055,7948.873064743209,1119.0450537217996,128290000.0,0.01184212,48.70318
237,0.0019109086486118379,0.04951243415857713,0.06792808627389435,204771973732.69473,7693.295161676957,1028.220473932634,129428000.0,0.009403007,58.41758
238,0.0012670871922841965,0.04757409170753997,0.08685107207763418,191162594521.0821,7639.910246764749,1013.1070766976875,158553000.0,0.01280154,56.85573
239,0.0016064402603122555,0.04731994137585487,0.08696554524091643,211937144529.39844,7741.964824017816,1169.010971990419,147909000.0,0.01082782,58.77314
240,0.001033588360413974,0.046508873503121974,0.09142250366190788,217333897102.65985,7763.06382306836,712.0273687241028,132645000.0,0.009623151,59.50142
241,0.001587527279129233,0.040746231764825,0.09694771185339698,216805567006.4908,7702.804875758908,960.9177163423556,134389000.0,0.0111082,52.40608
242,0.0011841751024074087,0.04522866012018701,0.09730992083546408,196845869292.38733,7807.199416379326,1196.0586533097933,192294000.0,0.01580625,55.19963
243,0.0010542717263416145,0.035205841648147794,0.09677216793793947,216383659465.90253,7985.774071042083,1007.8745901211889,244553000.0,0.02336306,45.41204
244,0.0019281086126963511,0.044478380846394557,0.09001833814290677,198782166631.54803,7795.817191229569,1053.615119057256,118624000.0,0.009833052,53.36313
245,0.0013846936162299544,0.048103777277791346,0.06580521922025527,210563994807.81366,7668.278093220487,1078.9973523500648,193500000.0,0.01407148,58.2024
246,0.0019221266606162697,0.03512523547115469,0.0738314150109734,194095164660.8344,7704.48045040189,900.9901685022661,162483000.0,0.01747186,41.603
247,0.0017231266650213225,0.04197218666385814,0.06740109755098635,196686543739.3482,7697.578233937285,885.9198090943582,151824000.0,0.01352692,49.32106
248,0.0019628140867377006,0.036635793160199964,0.06442899128158168,203786441657.6636,8094.018612898747,941.8371939051848,178081000.0,0.01752877,42.64105
249,0.0010662064892568185,0.033782879797763614,0.08367517353451406,204852445051.77344,7887.351816270333,1145.4618915429112,328089000.0,0.03463876,42.21396
250,0.0014731436602729822,0.04425303427720712,0.09169150167969628,194505825418.99896,7738.652326365164,1216.4049644867605,172765000.0,0.01470387,53.36115
251,0.001906656291622772,0.039705418869349765,0.06357032701427666,192490244276.27402,7951.187877038813,1137.3930852223086,201202000.0,0.01936283,45.09471
252,0.0016605268538137687,0.035655450459279675,0.06878276038865498,204367835731.00534,7906.868844830815,1018.9616996037624,217676000.0,0.02192945,42.75661
253,0.0014487463500344317,0.038957098287193084,0.08968842496905058,218820918945.18088,7903.8892757414,710.8527440085728,122021000.0,0.01046652,49.63433
254,0.0014676911538239557,0.032532883988638836,0.060776693643715324,218872942605.21817,7800.117174433966,1003.8873447727242,298385000.0,0.03078067,40.58268
255,0.0010385836848923148,0.04830169349955719,0.08117138538947792,197316511655.17392,7911.852574046515,842.4718843574481,165052000.0,0.01273206,57.40784
256,0.0015633833335920943,0.049995418056860155,0.061315980824647336,202130648026.24332,7759.930068368523,1143.4226522778843,185094000.0,0.01350064,57.99346
257,0.0014944355776094645,0.033125072355357714,0.0903347941523025,211738623155.67807,7789.179442917361,937.3110963145429,189467000.0,0.01967827,42.1398
258,0.001531278378877165,0.047689651199248964,0.09476260123684571,192632555798.4309,7656.759072883586,851.497863148923,103589000.0,0.008265586,57.33982
259,0.0016333723064557767,0.04379817904411475,0.09166952877353196,212719282480.87387,8058.697035371163,736.7568725903908,96517000.0,0.007587528,53.96617
260,0.0014975280054747588,0.04338452640236649,0.07456559973221162,200255144770.30478,7877.357001576659,1019.3593932680719,174443000.0,0.01475773,51.5534
261,0.0016800023407253328,0.04565791340654973,0.06360881764267681,196936397422.7411,8027.2085485121925,757.0468823307123,138656000.0,0.01025191,51.92834
262,0.0017058376919991522,0.040315431000004155,0.061241823949337366,223215397982.6526,7745.592637612137,1248.9181991784503,246440000.0,0.02015125,49.94465
263,0.0012008956745933911,0.04032188193052282,0.07447130743173902,198594237563.37262,7836.206995021041,971.3825957593316,222763000.0,0.02042982,48.44272
264,0.0011280103515727584,0.049392575167410066,0.0838488080794342,198097995644.0159,8002.5983383659905,1148.4782978742153,197176000.0,0.01481323,58.46617
265,0.0012927874012036147,0.04654620300724855,0.09573242872907908,196261009875.2683,8067.703700369547,776.5962400314728,112736000.0,0.009039997,55.46164
266,0.0012436096289403626,0.03944991396759663,0.06016405651815926,215451798427.40448,7917.165879107998,1266.7824046327723,346209000.0,0.02997263,48.02934
267,0.001173616157677178,0.036493683359123154,0.07153504094387916,219171470180.25662,8007.086714816298,1050.2319335143727,287563000.0,0.02638679,45.75074
268,0.0018666445827710911,0.034850678940462884,0.09814117948892676,212800665484.55804,7652.03548111386,992.4824828735846,144223000.0,0.0141373,44.58579
269,0.0010111400859002,0.037096429438643275,0.07101975722000563,193375694623.9494,7643.228150656771,1161.5460183829314,359877000.0,0.03683115,44.81711
270,0.0016203297484178388,0.040776329302361636,0.06623965553794658,217470018284.6561,8078.005922227548,1151.1536268282077,219292000.0,0.01818723,49.31593
271,0.001405584003852583,0.03410531907287047,0.08689520474108442,219743767059.64474,7891.604765346241,1219.903509039244,260058000.0,0.025328,43.82029
272,0.0016752569135831874,0.04383720188886288,0.09430436033380828,205581296584.91595,7735.5205829251945,1214.9658226986207,151645000.0,0.01231566,54.29385
273,0.0019007154951628641,0.042343145529637444,0.08928136102627714,224551170959.17892,7929.596645596751,865.691983638729,105678000.0,0.008140125,53.68218
274,0.00164550824882599,0.046193726651133096,0.09969963414894256,221213154840.17883,7746.531768594306,798.1593250344141,90509600.0,0.006479916,59.46216
275,0.001399629249454395,0.036879302188023336,0.09269684562339936,208704275768.6662,7941.09239510861,1079.436735273654,198509000.0,0.01881818,46.12026
276,0.0012354679382547567,0.04088213116182721,0.0797396217319906,207210547333.27606,7732.056201631896,874.7175426422116,181245000.0,0.01569864,50.76481
277,0.0017575506210509083,0.034957519842181706,0.06228806437578738,199867541823.22232,8093.83805842975,1258.4328995915725,285910000.0,0.03006973,40.49011
278,0.0011404341894516567,0.035592406362014405,0.0650466083528587,220950430201.59634,7947.1516192459385,765.726806623841,240800000.0,0.02249487,44.65768
279,0.0013298989280226998,0.036036772752578626,0.07437553598170091,219216675853.31784,7783.240033116299,1166.6460480897867,279978000.0,0.02598986,45.85062
280,0.0018624383232909618,0.047194213587477406,0.08658173000274029,223919114407.60635,7854.123321861249,720.967050843913,80409400.0,0.005586346,59.48575
281,0.0017505104581443665,0.03261846178602109,0.07010005177106408,213429850158.67664,7762.882156099095,1281.7139937647655,287695000.0,0.03029383,40.49575
282,0.0014089942501260395,0.036733810030797454,0.07491338845205484,211602342871.37164,8052.21310861855,1196.9042154995834,264688000.0,0.0249748,45.02533
283,0.001139506549893041,0.04489748516416273,0.0946657622517964,223353383665.05045,7747.811469766126,1015.8457212897008,174870000.0,0.01276894,58.52423
284,0.0016120787474287425,0.033594013892039594,0.09344657120026995,202181107031.45364,7850.647949325761,790.4341317364884,142582000.0,0.01527759,41.54762
285,0.0017310521345247241,0.032216481365112924,0.07039249537407938,194241133755.9992,7968.124460955472,787.2591384273682,180550000.0,0.02114532,37.71998
286,0.0019544244142987222,0.047862219806139916,0.09440160171680878,221718152911.45035,7742.698679642337,1210.2757682637546,117975000.0,0.008149856,60.82574
287,0.0012373262869123335,0.04450617093775224,0.07986732153852853,223401928321.364,7653.975549159118,1118.5358105306173,208407000.0,0.01539707,57.29776
288,0.0018965761643788227,0.033239713163469096,0.06004035159374391,192936135303.03046,7673.651724116538,731.3618797217072,171461000.0,0.01964421,38.64532
289,0.001917938214325928,0.04501772829552687,0.06912438813698633,192866438348.58185,7950.2502942489555,1231.2908648605817,171940000.0,0.01457194,51.19183
290,0.0015062667823356928,0.045257141552757466,0.09200914358633133,200834885264.6698,7935.468707245182,1006.2648760677102,135866000.0,0.01095403,54.65303
291,0.00142950860051401,0.04192769313301038,0.06111782542932019,217862903929.42172,7859.289983119946,1031.6373275751878,227159000.0,0.01830562,51.1127
292,0.00198051201055461,0.033204861934926964,0.09844190929431276,222028532743.12134,7606.359560787896,1002.1581580295292,146626000.0,0.01443615,43.44359
293,0.0013502238826099701,0.04986277691463611,0.08037203491108384,211519497349.2231,7726.85897270005,989.2331845024796,147107000.0,0.01025943,61.46137
294,0.0017621942146247393,0.04712281168976603,0.09805342695618374,218968160570.48322,7714.788227836534,1092.2919983307459,115264000.0,0.008179295,60.14792
295,0.0012457597787397972,0.03919743303676935,0.08984081415446361,201754815962.16415,7706.867457919048,816.6072944852912,159408000.0,0.01474083,48.79898
296,0.001170839519566514,0.046120120980635504,0.07522952703937819,222068247745.07697,7721.361532472235,1174.5734498885163,231949000.0,0.01665606,58.46748
297,0.0016405745006124774,0.048867893860935485,0.07925231489416762,204947264328.3285,7660.830285894902,1054.244113924237,136049000.0,0.009990808,59.21533
298,0.0016994785924373283,0.048590472864331866,0.07134029182065735,218641055089.37595,8026.669798704403,772.3767401565929,106189000.0,0.007358541,58.67287
299,0.0010282871807386885,0.0376132011919907,0.08057879804758576,194738463417.35345,7642.783377635816,898.3733182570564,241744000.0,0.02418182,46.10715
300,0.0015281804067545338,0.049953379308486354,0.07195449329556926,193269711612.03055,7626.445714414273,974.0537655632148,141410000.0,0.01078551,58.2956
301,0.0019887793292224197,0.04263355233069287,0.07814919361662259,209131452167.12894,7956.32524964362,709.9808942533398,92673400.0,0.007632664,51.25112
302,0.0015958518588945227,0.03543991380167309,0.07076727718943635,209243930196.145,7603.777632072103,701.8708448418423,152613000.0,0.01510055,44.07172
303,0.001992514187380284,0.043007465765228556,0.06905362000719001,194581794119.99823,7821.239578314815,1023.4329328199958,146641000.0,0.01288841,49.59989
304,0.0014270016115491555,0.03474969010198233,0.07064576235134673,214255573119.3011,7865.471342461891,815.6776036437669,200948000.0,0.0197998,43.24253
305,0.0016365249697254045,0.0499254133879225,0.08763874500491825,208306288588.75558,7883.078315015762,950.2077921034764,109926000.0,0.007765464,60.68115
306,0.0012070633589306113,0.03934536080041275,0.061803953882911926,216097338089.87744,7848.783083877194,895.4857749539956,246705000.0,0.02134624,48.38253
307,0.0015059988637414821,0.03716844995620398,0.06281846059349613,192258657349.004,7939.967850912197,1184.116020515687,282952000.0,0.02911077,42.79752
308,0.0016876914337491731,0.036970121253748475,0.07110661080002846,222926135254.76117,7987.673761637836,1251.2301264088428,244684000.0,0.0217936,46.09112
309,0.0012851754828070718,0.04273665285011698,0.09502154566997378,210936594570.296,7692.499790350686,844.2926882227446,137480000.0,0.01115472,54.37231
310,0.0017423005396171977,0.04413204217000563,0.06310208434675248,195929917531.05057,7799.749566913268,1171.2845544014083,197111000.0,0.01678299,50.81534
311,0.0010428351105169213,0.03912823318916675,0.07936077775303257,192553125873.80463,8092.360972789736,968.968035347558,248669000.0,0.02420446,46.12882
312,0.001700134133083093,0.04498866101741614,0.08867771666168461,206461701406.1737,7912.696797923365,1125.4722291490234,141595000.0,0.01117862,54.75227
313,0.001230028757796976,0.04726453831891805,0.07328751145513879,201284108615.86203,7633.730869499277,1129.2149799111194,211242000.0,0.01633884,57.0089
314,0.0015569054343175903,0.03399581201451577,0.09299955977445144,191005433080.40585,7822.591676977367,706.3009910112214,130024000.0,0.01458007,40.96967
315,0.0013933329001470434,0.049808095628109936,0.061429821923048654,208956790145.29797,8072.149479121079,1167.4644611937035,210637000.0,0.01491733,57.82756
316,0.0015175442644268945,0.0394606637203992,0.07683568150993465,191608519079.20038,7962.683638542663,750.1875983066544,139023000.0,0.0134925,46.05566
317,0.0010266882542780344,0.04354609888253731,0.0855948042576632,192376154550.75616,7996.418272702042,1206.3739318531552,258888000.0,0.02266782,51.59212
318,0.0019703024157737277,0.03415440570370674,0.09619147469318437,190038871838.03925,7785.557148478768,959.1138434291679,138883000.0,0.01555914,40.76916
319,0.0013003944954995757,0.04355985011054889,0.07583911866660926,191877497707.7012,7791.096095811205,1244.14060766464,237533000.0,0.02088503,51.25071
320,0.0010976999208435036,0.04506069954370607,0.09290720110046102,210669262822.44272,8079.40057319142,1171.656221944105,211327000.0,0.01630949,55.79372
321,0.0018030118727926764,0.03587719021116287,0.08180182136720193,205724823359.44333,7815.775584107325,975.9448441007919,165500000.0,0.01640856,43.96808
322,0.0018392955750128697,0.03348638926348245,0.06631852497576998,212299257504.0756,7832.35599059855,983.6675150689908,214964000.0,0.02219242,40.89442
323,0.0013964467031282227,0.03690282129023625,0.06818306353432645,198742804161.26987,7881.524977555996,1241.6759128510148,298549000.0,0.02989866,43.88995
324,0.0011675088679223811,0.04103446813456472,0.08278211277432992,200118157391.87872,7649.586069680945,1188.1879996224075,250051000.0,0.02232868,50.60038
325,0.001058351168914633,0.04417067527992548,0.08350389213447579,224234929895.91028,7884.982139040825,872.8900450327517,182784000.0,0.01354524,56.64813
326,0.0012160961424198381,0.045643566132931426,0.09313895845625786,212052085889.9201,7775.094097781182,796.0351478065645,128214000.0,0.00970662,57.60937
327,0.0015688993529886048,0.035201186378964126,0.0629720168641756,198987032022.09338,8041.385263255812,1094.2992956681696,269479000.0,0.02826916,41.06455
328,0.0019908563160469578,0.0468624711279529,0.09578081839787471,212604748788.48538,7664.270219232956,1272.5812258928502,123712000.0,0.009095823,58.73623
329,0.0018930550626448709,0.04432964610682195,0.09629502285816624,217722137899.13922,7602.266875525441,1085.9572137360396,117710000.0,0.008922994,56.79436
330,0.001331650385227534,0.035304095134680726,0.0861228862171112,208554020211.978,7937.265853654239,880.9417075021851,190531000.0,0.018907,44.04083
331,0.0011502808777331622,0.043470384781171656,0.0859318622253798,205033081028.14133,8044.381339388064,724.0879954143024,139560000.0,0.01148393,52.89326
332,0.0010054842119817044,0.03471105464273891,0.09944101499040343,206299458119.89297,7739.9115977093,985.9909657690662,248237000.0,0.02519183,44.60518
333,0.001967320528104502,0.0327174351988148,0.09076197555056932,208777236052.42493,8028.714877599585,1211.9979437469938,195234000.0,0.02080811,40.16143
334,0.0015783086011987059,0.04573327741115859,0.07337258144249548,197248752735.54993,7967.04702483844,1265.6190464923388,196064000.0,0.01598703,53.21741
335,0.0011357682022693615,0.04327213665242384,0.08316085878473353,210290085272.24188,7641.847309866159,804.7749592778681,162308000.0,0.01308867,54.56591
336,0.0018299052549865412,0.036597682624463106,0.0881488169927624,203689124579.9268,7957.585646228005,708.9737482783734,108434000.0,0.01062719,44.46308
337,0.001779440727341795,0.04431084643078239,0.0829108491114772,200613839739.79825,7908.34866500126,1293.8695996350348,168711000.0,0.01393138,52.77116
338,0.001119972445289412,0.03335906140707613,0.09532347621416049,190182414961.8082,8057.189697444726,957.5465948269687,237428000.0,0.02721407,40.15334
339,0.0010009391176407938,0.046918633438672086,0.06247825348866833,199203940663.62076,7727.655168740601,1063.0944638467802,277401000.0,0.02186484,55.24257
340,0.0013957994252030096,0.04003581845963665,0.06560460765993531,220798441182.55594,7817.3986272371885,1139.483387119254,255980000.0,0.02129538,49.88709
341,0.0016234303848227003,0.04460764799894493,0.0657094115959387,200924958615.74103,7819.018995188646,1035.9491846632015,177087000.0,0.01454372,52.28604
342,0.0012531101244779462,0.03277230843964719,0.07766826054134339,223506459991.8701,7959.012352552243,1136.780523452389,311186000.0,0.03108247,42.1384
343,0.0018070949841369512,0.04536166443361815,0.09605408789898245,205506414104.80713,7965.021954254212,704.2301477962292,77502600.0,0.006086031,55.17574
344,0.001649738157375707,0.04143013802630001,0.0795243666742048,190751393341.07074,7915.495936093435,1284.291157880692,201869000.0,0.01874584,48.24609
345,0.0011231526897588987,0.045070516201307,0.09259980696050954,199032020539.37384,7949.741164362763,1212.9945457123554,214693000.0,0.01753563,54.63449
346,0.0014882809384163813,0.03363986291523607,0.06701764101011438,224450116724.56073,7895.610110531127,1238.1631320507277,320293000.0,0.03113193,42.54717
347,0.0015380469458671697,0.04002128660138879,0.06941588794906238,208267825127.99512,8046.60816229009,703.3597798832982,138079000.0,0.01217529,47.86347
348,0.001994639930129184,0.043513472427484434,0.07498601497980753,193551556720.02673,7764.6447821658785,1059.5813672175443,139293000.0,0.01215512,50.64422
349,0.0014325664964996727,0.04969520566652702,0.0937310960880918,220040316409.66724,8012.428049374359,850.9434030144664,105651000.0,0.00708916,62.28211
350,0.0015881998174437128,0.03619966458934279,0.08951688164979701,200535377984.32178,8009.876061945559,1120.9138402675412,194151000.0,0.01952725,43.86537
351,0.0017265057782546252,0.03851129293471845,0.09401544446205168,222344416489.83084,8025.393467899592,1111.9475689695726,158814000.0,0.01353862,48.98088
352,0.0017105728267801852,0.04452825891353827,0.08341267693902388,206578600041.41302,7810.480832765085,1162.560100228202,155275000.0,0.01239064,54.24711
353,0.0019376441750234077,0.049041928060916215,0.08023887002132185,209395063211.82822,7926.735425722179,799.5525277499318,87529900.0,0.00626809,58.76178
354,0.0012037835011170504,0.04304335103786193,0.09789808750651152,201057703300.03516,7946.720645187806,949.3684699162078,158691000.0,0.0134029,52.82209
355,0.001303242758145131,0.04645813396145519,0.08501287938075178,192987045328.15286,8045.9102687222585,839.1697540634486,134119000.0,0.01098408,54.30557
356,0.0018215957713996873,0.032080760620613005,0.07416073521875591,210585003167.74597,7866.495780644462,1202.1618113730665,253428000.0,0.02746203,39.4501
357,0.0016953708368619281,0.047992138180209046,0.08649881946496539,197010900934.96924,7828.104495422803,881.8787809021296,104907000.0,0.008148321,56.95591
358,0.0013164662488637856,0.03434696964576335,0.08381532323020018,220454953042.91956,7879.9056584973605,893.206876985004,206664000.0,0.0199461,44.18965
359,0.0014704598185636822,0.043372642247408326,0.0789075016281516,207287607441.23502,8008.229813050556,1020.6409324940091,169276000.0,0.01382798,52.35171
360,0.0019527951794938172,0.048241153025891007,0.062392169337582806,208880685331.05713,7890.585822478407,728.7490504566063,99802600.0,0.007297521,56.26618
361,0.0018891035678248577,0.049162452315579946,0.09212858119903186,205230242815.76053,7997.120588266513,934.8755908353669,92788200.0,0.006748423,58.96889
362,0.0011422125137425675,0.03382066504526674,0.09917377538234448,205294824156.54654,7685.582256713637,996.0911532243338,230493000.0,0.02410877,43.38943
363,0.001060994641350408,0.04909453513760917,0.09045184560455817,190310394684.6438,8076.58659175561,833.411305166739,143232000.0,0.01125416,57.26003
364,0.0017394865564769298,0.037797088223162086,0.06481722223833189,199102268488.18018,7897.16186344517,1177.429475288978,236217000.0,0.02307297,44.2334
365,0.00154894707981873,0.03206588077323695,0.09393454181178981,223629108649.55716,7765.736550685643,781.6844812335914,153897000.0,0.01559725,42.10487
366,0.0015977696278933716,0.045335700953475035,0.06146231675562666,190275880602.38672,7989.402143966794,717.0209185414443,128738000.0,0.0109918,50.72003
367,0.0018338649453711639,0.04184555925304016,0.0794993154257481,203043595288.39243,7960.881322632921,1253.2755382831954,177175000.0,0.01530511,49.87935
368,0.0010182105428365705,0.03613330492088448,0.0664541387292508,199548865551.7743,7835.281937663366,1060.6688127818077,356828000.0,0.03635346,43.58238
369,0.001461687417356078,0.0406722505462231,0.09640001877304685,211108125351.49896,7998.127468250852,821.8211487944451,124725000.0,0.01060869,50.78972
370,0.0018741552847229082,0.04790884066222023,0.08799087846469324,190564925746.8593,7618.052506954955,1268.4223390630416,136176000.0,0.01095013,56.5857
371,0.0017852896702260123,0.04897571179154595,0.07292670706559462,191386696834.88284,7671.101624616061,1276.8960308791534,163259000.0,0.0128212,56.60296
372,0.0010565894551810447,0.03995358239560154,0.07367689989347773,196044238866.91962,7779.660984142427,1109.613448728736,292324000.0,0.02740989,48.01423
373,0.0013198119575956624,0.04038980535032303,0.06682011884264855,207998661293.6882,7826.8635294459555,1191.6158068373286,274272000.0,0.02400694,48.9729
374,0.0015352633116715872,0.04472466178466024,0.09589625052115941,193915755848.04675,7766.631121619263,922.8945408224473,119894000.0,0.01011777,53.87383
375,0.0015812281574170736,0.039984909456465684,0.07653904829003483,201506113336.16974,7990.611846165422,1298.3855399281965,228926000.0,0.02085433,47.63786
376,0.0017829321887345552,0.03294421302052962,0.08124969056349217,209628873635.5211,7849.033797374632,774.9736238630584,148464000.0,0.01570992,40.81118
377,0.001240180404846965,0.04662342778552677,0.06951530250546799,211319963078.99716,7953.301681592131,1262.8159457050622,249149000.0,0.01861419,56.1752
378,0.001949083247417677,0.04250865972365144,0.07587503926602297,223591140534.55133,7637.248480439721,915.3907876030459,125200000.0,0.009676874,53.82323
379,0.0011325531372632454,0.03373270297423237,0.09090968415862698,193667129246.95227,8061.245429704561,1260.5890539982568,318258000.0,0.03549899,40.76048
380,0.0017442618924274462,0.033402688512955414,0.09651550477625617,192714861148.31418,7808.139654109218,987.2219227777559,162707000.0,0.01836743,40.40028
381,0.0012551595550419352,0.046105228247787636,0.09853287810992642,223760735561.38217,7752.795640454789,981.887700465594,144570000.0,0.01025574,60.09819
382,0.001960223942483545,0.03920848842741512,0.06894401640554734,211189538191.9599,7813.027929822869,780.750178615889,127829000.0,0.01134395,47.44432
383,0.0017587789559915725,0.032420925374524734,0.06061606998846668,197977233346.69168,7992.271518133098,1152.3481897299316,294856000.0,0.0337419,37.65692
384,0.0014519902853244455,0.037301738176837004,0.07992409009942807,206677044786.6591,7860.528359809376,784.616745700527,156681000.0,0.01489049,45.92736
385,0.0014371277271547018,0.03767631282798403,0.08227826286286513,205089819433.00012,7666.401832119959,962.9222559033988,186935000.0,0.017717,46.91191
386,0.0016020099811653525,0.04398516524156422,0.07476922532218709,213227350566.29633,7798.647879526075,1282.8550323777417,202595000.0,0.01587868,54.03592
387,0.0010096509257367465,0.04792049326207684,0.06276029690057366,212475652809.24478,7847.967407556753,1113.9196263842416,309902000.0,0.02024562,57.71764
388,0.0013051934528341394,0.032177110016465456,0.06069898163228681,224790977917.98462,7924.791040392515,1075.3622587103055,359862000.0,0.03654221,40.5808
389,0.0011568527186624085,0.04436607206153145,0.06787356493622378,208453628530.5254,7904.173237640105,1230.2337033382692,280821000.0,0.02234529,53.45208
390,0.0019331432147083171,0.034999168573456016,0.08009054108477737,218324129987.55502,8047.4322544009065,1183.5170320659913,198622000.0,0.01902257,43.34656
